,Brand,Model,Variant,Year,Selling_Price,KM_Driven,Fuel,Transmission,Location
14099,Tata,Nano,2009-2011 Cx BSIV,2010," 75,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14100,Toyota,Etios Liva,1.2 VX,2012," 3,85,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
14101,Hyundai,EON,Era +,2017," 3,25,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
14102,Honda,Civic,V,2008," 2,10,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
14103,Toyota,Innova Crysta,2.8Z Automatic,2016," 16,95,000","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
14104,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 2,99,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14105,Maruti Suzuki,Ertiga,VXI CNG,2017," 7,25,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
14106,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
14107,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,25,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14108,Hyundai,Elite i20,Sportz (O) 1.4,2020," 7,49,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14109,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 7,70,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
14110,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,00,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
14111,Mahindra,XUV300,-,2019," 10,50,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
14112,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14113,Hyundai,Creta,1.6 SX Plus Auto,2017," 13,29,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
14114,Hyundai,i20,1.2 Magna Executive,2017," 4,65,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
14115,Honda,City,i-VTEC VX,2016," 6,55,999","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
14116,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,85,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
14117,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14118,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,65,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14119,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,60,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
14120,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,40,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
14121,Audi,A6,-,2016," 26,50,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
14122,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 3,45,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
14123,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14124,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,60,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
14125,Chevrolet,Beat,Diesel LS,2013," 2,45,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14126,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
14127,Chevrolet,Cruze,LTZ,2013," 3,60,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
14128,Tata,Nano,2009-2011 Lx BSIV,2010," 64,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
14129,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,45,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
14130,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,25,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
14131,Mahindra,Bolero,SLX,2009," 3,25,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
14132,Hyundai,Santro Xing,GLS,2010," 1,75,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
14133,Maruti Suzuki,Swift Dzire,LXI Option,2015," 3,10,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
14134,Chevrolet,Cruze,2012 LTZ AT,2012," 2,95,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
14135,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
14136,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 12,99,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
14137,BMW,3 Series,320d Sport,2011," 9,40,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
14138,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,25,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
14139,Tata,Nano,2009-2011 Cx BSIV,2010," 75,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14140,Toyota,Etios Liva,1.2 VX,2012," 3,80,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
14141,Hyundai,EON,Era +,2017," 3,20,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
14142,Honda,Civic,V,2008," 2,10,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
14143,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,999","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
14144,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 3,05,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14145,Maruti Suzuki,Ertiga,VXI CNG,2017," 7,25,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
14146,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 47,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
14147,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,12,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14148,Hyundai,Elite i20,Sportz (O) 1.4,2020," 7,49,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14149,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 8,00,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
14150,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,49,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
14151,Mahindra,XUV300,-,2019," 10,50,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
14152,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14153,Hyundai,Creta,1.6 SX Plus Auto,2017," 11,70,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
14154,Hyundai,i20,1.2 Magna Executive,2017," 6,25,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
14155,Honda,City,i-VTEC VX,2016," 6,75,000","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
14156,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,74,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
14157,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,60,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14158,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,65,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14159,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,95,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
14160,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,25,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
14161,Audi,A6,-,2016," 26,50,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
14162,-,-,-,-," 11,50,000",-,-,-,-
14163,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14164,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,60,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
14165,Chevrolet,Beat,Diesel LS,2013," 2,85,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14166,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,95,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
14167,Chevrolet,Cruze,LTZ,2013," 3,60,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
14168,Tata,Nano,2009-2011 Lx BSIV,2010," 64,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
14169,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,50,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
14170,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,25,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
14171,Mahindra,Bolero,SLX,2009," 3,25,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
14172,Hyundai,Santro Xing,GLS,2010," 1,65,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
14173,Maruti Suzuki,Swift Dzire,LXI Option,2015," 3,95,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
14174,Chevrolet,Cruze,2012 LTZ AT,2012," 2,95,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
14175,Toyota,Innova Crysta,2.8Z Automatic,2016," 14,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
14176,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 12,99,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
14177,BMW,3 Series,320d Sport,2011," 8,75,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
14178,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,25,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
14179,Tata,Nano,2009-2011 Cx BSIV,2010," 75,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14180,Toyota,Etios Liva,1.2 VX,2012," 3,80,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
14181,Hyundai,EON,Era +,2017," 3,25,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
14182,Honda,Civic,V,2008," 2,35,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
14183,Toyota,Innova Crysta,2.8Z Automatic,2016," 16,95,000","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
14184,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 2,99,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14185,Maruti Suzuki,Ertiga,VXI CNG,2017," 7,25,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
14186,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
14187,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,25,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14188,Hyundai,Elite i20,Sportz (O) 1.4,2020," 7,49,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14189,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 7,70,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
14190,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,00,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
14191,Mahindra,XUV300,-,2019," 10,20,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
14192,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14193,Hyundai,Creta,1.6 SX Plus Auto,2017," 11,70,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
14194,Hyundai,i20,1.2 Magna Executive,2017," 4,65,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
14195,Honda,City,i-VTEC VX,2016," 6,75,000","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
14196,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,74,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
14197,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,60,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14198,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,65,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14199,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,95,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
14200,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,25,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
14201,Audi,A6,-,2016," 19,90,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
14202,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 2,95,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
14203,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14204,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,70,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
14205,Chevrolet,Beat,Diesel LS,2013," 2,85,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14206,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
14207,Chevrolet,Cruze,LTZ,2013," 3,25,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
14208,Tata,Nano,2009-2011 Lx BSIV,2010," 64,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
14209,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,50,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
14210,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,25,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
14211,Mahindra,Bolero,SLX,2009," 3,25,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
14212,Hyundai,Santro Xing,GLS,2010," 1,75,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
14213,Maruti Suzuki,Swift Dzire,LXI Option,2015," 3,95,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
14214,Chevrolet,Cruze,2012 LTZ AT,2012," 3,25,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
14215,Toyota,Innova Crysta,2.8Z Automatic,2016," 14,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
14216,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 14,50,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
14217,BMW,3 Series,320d Sport,2011," 8,75,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
14218,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,25,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
14219,Tata,Nano,2009-2011 Cx BSIV,2010," 75,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14220,Toyota,Etios Liva,1.2 VX,2012," 3,80,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
14221,Hyundai,EON,Era +,2017," 3,20,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
14222,Honda,Civic,V,2008," 2,10,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
14223,Toyota,Innova Crysta,2.8Z Automatic,2016," 16,95,000","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
14224,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 2,99,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14225,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,80,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
14226,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
14227,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,12,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14228,Hyundai,Elite i20,Sportz (O) 1.4,2020," 7,49,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14229,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 7,70,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
14230,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,00,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
14231,Mahindra,XUV300,-,2019," 10,50,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
14232,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14233,Hyundai,Creta,1.6 SX Plus Auto,2017," 11,70,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
14234,Hyundai,i20,1.2 Magna Executive,2017," 4,65,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
14235,Honda,City,i-VTEC VX,2016," 6,55,999","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
14236,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,74,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
14237,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14238,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,60,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14239,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,90,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
14240,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,25,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
14241,Audi,A6,-,2016," 26,50,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
14242,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 3,45,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
14243,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14244,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,70,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
14245,Chevrolet,Beat,Diesel LS,2013," 2,45,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14246,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
14247,Chevrolet,Cruze,LTZ,2013," 3,60,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
14248,Tata,Nano,2009-2011 Lx BSIV,2010," 64,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
14249,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,50,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
14250,Maruti Suzuki,Swift,2011-2014 VDI,2014," 3,80,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
14251,Mahindra,Bolero,SLX,2009," 3,20,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
14252,Hyundai,Santro Xing,GLS,2010," 1,75,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
14253,Maruti Suzuki,Swift Dzire,LXI Option,2015," 3,95,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
14254,Chevrolet,Cruze,2012 LTZ AT,2012," 3,25,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
14255,Toyota,Innova Crysta,2.8Z Automatic,2016," 14,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
14256,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 14,50,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
14257,BMW,3 Series,320d Sport,2011," 8,75,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
14258,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,25,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
14259,Tata,Nano,2009-2011 Cx BSIV,2010," 75,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14260,Toyota,Etios Liva,1.2 VX,2012," 3,80,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
14261,Hyundai,EON,Era +,2017," 3,25,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
14262,Honda,Civic,V,2008," 2,35,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
14263,Toyota,Innova Crysta,2.8Z Automatic,2016," 16,95,000","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
14264,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 3,05,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14265,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,80,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
14266,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 47,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
14267,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,12,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14268,Hyundai,Elite i20,Sportz (O) 1.4,2020," 7,49,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14269,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 7,70,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
14270,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,00,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
14271,Mahindra,XUV300,-,2019," 10,20,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
14272,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
14273,Hyundai,Creta,1.6 SX Plus Auto,2017," 11,70,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
14274,Hyundai,i20,1.2 Magna Executive,2017," 6,25,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
14275,Honda,City,i-VTEC VX,2016," 6,75,000","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
14276,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,74,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
14277,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
14278,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,60,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
14279,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,95,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
14280,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,25,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
14281,Audi,A6,-,2016," 26,50,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
14282,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 2,95,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
14283,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14284,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,70,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
14285,Chevrolet,Beat,Diesel LS,2013," 2,85,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
14286,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,95,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
14287,Chevrolet,Cruze,LTZ,2013," 3,60,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
14288,Tata,Nano,2009-2011 Lx BSIV,2010," 64,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
14289,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,50,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
14290,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,25,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
